entrez	max_FC_log2
50964	-5.14505033280328
79783	-5.14474464469092
1879	-5.14404636961671
375387	-5.14035188605896
120114	-5.13577677903047
100188953	-5.13451966531111
26585	-5.13174560656468
101928108	-5.12197177821938
117	-5.12101540096137
552	-5.12101540096137
284021	-5.12101540096137
6423	-5.12101540096137
55243	-5.11509292974509
100132147	-5.11478344724985
5396	-5.11361624596334
57119	-5.11270013274936
64078	-5.11191319385411
834	-5.11189763133443
727703	-5.11157276296402
10870	-5.10951527018834
100506795	-5.10948914758034
105373853	-5.10943324108595
348840	-5.1073835353736
23504	-5.10256973364055
143903	-5.10109919412877
373159	-5.09296301962743
168002	-5.08483084027988
5764	-5.07889246669666
4208	-5.07274179445611
7096	-5.07153070060986
101928231	-5.0703893278914
2831	-5.06993728494836
101927412	-5.05844971457987
4633	-5.05559232596332
9796	-5.05484847699562
344558	-5.05001260986033
53826	-5.048964158419
127124	-5.04439411935845
27287	-5.04439411935845
284034	-5.04439411935845
23208	-5.04245776005382
8828	-5.04023316298331
2920	-5.04019729841643
3853	-5.03861910586961
100873263	-5.03562390973072
59	-5.03525889063091
84659	-5.03365205249
5806	-5.03350457655887
3696	-5.03325487701579
392636	-5.03001497998528
84767	-5.02856915219677
57631	-5.02277130765866
147741	-5.02147972741045
122664	-5.01792190799726
245972	-5.01616481943101
340990	-5.01559685505102
126669	-5.01358297227292
1282	-5.00844860696001
93273	-5.0040881156312
81285	-5.00327513203286
8707	-4.99657575727696
101929743	-4.99638874644762
4487	-4.99415272638123
140862	-4.99095486039699
9420	-4.98990753182767
6559	-4.98869915778681
7447	-4.98731248209122
353196	-4.98550043030489
107985307	-4.98550043030488
10077	-4.98033001985987
84435	-4.9792414398332
10231	-4.97868376876291
169792	-4.97860898397244
6507	-4.976402638559
27122	-4.97168506087158
55800	-4.97119597135262
105371295	-4.97061619321891
81615	-4.96901230751632
103344932	-4.96743213754357
111082990	-4.96347412397489
94234	-4.95281973151022
2191	-4.94711795298966
170690	-4.94404359402598
6847	-4.93763411903963
642446	-4.93545974780529
3437	-4.93344992474876
5655	-4.93097783350002
644731	-4.91838623444635
145864	-4.91162886827104
53345	-4.90919706299169
10136	-4.90689059560852
100506834	-4.90689059560852
221357	-4.90689059560852
100132672	-4.90689059560852
400624	-4.90689059560852
8740	-4.90437937645247
2568	-4.90236059440639
221416	-4.89914687320414
28813	-4.89605914732909
100131816	-4.89530262133331
83987	-4.89181718435582
6364	-4.88964702330662
3824	-4.889024174815
6347	-4.88859774584315
54796	-4.888345916407
347730	-4.88752527074159
65121	-4.88362081628567
100506311	-4.8834715817484
79100	-4.88078684167262
339476	-4.87929303704449
728637	-4.877744249949
80309	-4.877744249949
65061	-4.86937055734752
347733	-4.86884764183437
4015	-4.86611802954319
23732	-4.86507041991389
400617	-4.86393845042397
204801	-4.85905209506395
3787	-4.85549144310187
375616	-4.85424505422013
54437	-4.85213663691587
147409	-4.84799690655495
100132979	-4.84799690655495
729682	-4.84799690655495
4887	-4.84799690655495
80326	-4.84799690655495
2318	-4.84549005094438
2825	-4.83547498630028
5197	-4.83071891512311
594855	-4.82958172181949
285025	-4.82863158168802
795	-4.82863158168802
5803	-4.82743558407263
730092	-4.81531098104937
2840	-4.81506301719287
388585	-4.81052220113629
100129836	-4.8073549220576
359845	-4.80158644159799
167681	-4.79964616528722
128709	-4.799087306074
100462767	-4.799087306074
633	-4.79738315020848
25925	-4.79633725682787
3474	-4.79626377604727
101928880	-4.79552948666081
10100	-4.79531085070995
727677	-4.78872831889307
389136	-4.78869972287118
101929184	-4.78659636189081
493913	-4.78572490608606
27147	-4.7802571570775
26228	-4.78018152232738
51561	-4.77617882303086
57565	-4.77601974064747
7045	-4.76723677703581
63895	-4.76674658603179
3690	-4.76382887276634
4543	-4.76152614405938
166863	-4.75946023195329
2295	-4.75931586138969
8840	-4.75635354936609
128997	-4.74125953869917
2246	-4.73969143033965
645434	-4.73876783680019
283078	-4.73428150959499
6273	-4.73237977864773
285441	-4.7311832415722
54988	-4.7311012492991
4479	-4.73081336718461
53336	-4.72246602447109
100144597	-4.72246602447109
400735	-4.72246602447109
101927936	-4.72246602447109
439949	-4.72184626572702
9892	-4.71332922989897
219621	-4.71011763204345
352962	-4.70404839084136
165257	-4.70360699721977
857	-4.70156517775715
645369	-4.69842055050444
339768	-4.68864114682282
7345	-4.68657744835521
119395	-4.68594014844598
114897	-4.6794342729567
55211	-4.67807190511264
653619	-4.67807190511264
793	-4.67317175659928
283514	-4.66902676550963
6954	-4.66902676550963
221061	-4.6647344411034
123041	-4.66158378232407
100144602	-4.65787844053835
4311	-4.65672386394268
105377443	-4.65535182861255
132625	-4.65320336203398
5069	-4.65099103423676
2160	-4.64769825606912
646	-4.64613329858317
105371027	-4.64154602908752
84969	-4.63894602245766
389197	-4.63807383718072
85508	-4.63420601974101
653499	-4.6338721012021
84281	-4.63345493518549
440561	-4.63226821549951
4478	-4.62894310865288
100302666	-4.62821569867504
106480229	-4.62760683812965
389073	-4.62058641045188
125704	-4.61738397841353
3198	-4.61673983684886
103752587	-4.60993502895262
2335	-4.60695598330738
843	-4.60205658712472
646581	-4.60090404459018
6663	-4.59936439689107
136227	-4.59900393433815
140716	-4.5980186535466
729611	-4.59601768923015
54798	-4.59150534658793
64108	-4.59032645242621
11213	-4.58992875361451
79645	-4.58943597730046
1551	-4.58698591625745
343066	-4.58496250072116
2248	-4.58496250072116
55539	-4.58496250072116
653240	-4.58496250072116
732275	-4.58496250072116
442101	-4.58496250072116
8876	-4.58496250072116
9056	-4.57982905188586
80117	-4.57926014135697
10666	-4.57923119529441
100127983	-4.57373695822318
9839	-4.57330765916402
5125	-4.57121649335233
124925	-4.56215500278579
64106	-4.55581615506164
284573	-4.55426570349824
151254	-4.55385196818113
28691	-4.54460476310502
8200	-4.54399071966485
643733	-4.54085921798114
387758	-4.53746852163763
112802	-4.53605290024021
102477328	-4.53474314523342
3486	-4.53351163006331
341032	-4.53267619877853
255187	-4.53239703501905
114817	-4.53206755228903
64220	-4.53096327553166
84072	-4.52990112817738
219432	-4.52837897235479
103689845	-4.52606881166759
26032	-4.52575892120546
4067	-4.52045128723792
3200	-4.51916044232541
84674	-4.51771832648144
5196	-4.51727569320958
400759	-4.51679099807958
285629	-4.51624975063714
4118	-4.51384447969667
100130376	-4.51096191927738
414332	-4.51096191927738
152274	-4.51096191927738
402360	-4.51096191927738
10964	-4.5073773160819
715	-4.50676274326543
109729169	-4.49505552836802
84063	-4.49151558432886
64411	-4.49005128243115
107075148	-4.48874718546185
101929723	-4.48816490929956
729	-4.48542682717024
100507055	-4.48284828306847
222235	-4.47595407454996
182	-4.47423310212255
28680	-4.47248777146274
4023	-4.47193002576322
3908	-4.47171697749191
166348	-4.47114260116399
54039	-4.4707084075709
63950	-4.47062982524216
4017	-4.46951788491044
1291	-4.46778141193483
100132537	-4.46466826700344
23671	-4.46317402032311
5228	-4.46211262166909
112464	-4.45880244503775
644538	-4.45130606544915
3759	-4.45034148550434
5858	-4.44973512002693
1803	-4.44942838894315
800	-4.44728412142011
6622	-4.44539358708162
79633	-4.44447339529315
80201	-4.4418635140777
84867	-4.44082152504908
8029	-4.43829285157915
10687	-4.43669333376261
164284	-4.43453011515133
139741	-4.43295940727611
26281	-4.43295940727611
374454	-4.43295940727611
101928752	-4.43295940727611
100131415	-4.43295940727611
6572	-4.43295940727611
1672	-4.43092535856057
10644	-4.42981095036477
170692	-4.42588225682811
50486	-4.42324744273211
1393	-4.42057568282027
10333	-4.41542948271853
10149	-4.41337115716038
729458	-4.40956958700053
106029310	-4.40855806378597
147495	-4.40663621315994
105377180	-4.40599235967584
105377390	-4.40179847578965
100506736	-4.39643353125099
203111	-4.39588914989815
58157	-4.39548470185744
722	-4.3949060615044
26191	-4.38869710710006
8817	-4.38788734618763
57016	-4.38467651656977
5957	-4.38404980679516
245806	-4.38404980679516
101928555	-4.38233333420614
149620	-4.37851162325373
90187	-4.37813151653545
9096	-4.37558822804696
106479024	-4.37524390941982
23305	-4.37354998648966
145946	-4.37345839552744
79574	-4.37256873541083
3773	-4.36737106564853
110231149	-4.36737106564853
27283	-4.36737106564853
1299	-4.36577020009146
1284	-4.36451753727135
10083	-4.36433091642672
100133311	-4.36398726519699
8710	-4.36305739404595
392617	-4.3607130689741
3316	-4.35548065459839
110599563	-4.35548065459839
1134	-4.35049724708413
8973	-4.35049724708413
574028	-4.35049724708413
100507206	-4.35049724708413
101927364	-4.35049724708413
199675	-4.34842589706444
3490	-4.34640297923365
2848	-4.34602377050483
102723854	-4.34253478442495
8687	-4.33938529196391
29909	-4.33544290136184
6913	-4.33485426933163
105748977	-4.33342373372519
6935	-4.33267234782957
100533997	-4.33077901246963
111082965	-4.33077901246963
219285	-4.33073589868432
283422	-4.330353515412
586	-4.33028402619462
255130	-4.32716474325351
283298	-4.32604420335959
285954	-4.32391664798082
132430	-4.32322141190888
8436	-4.32124901977909
10866	-4.31576873686539
5274	-4.31517201226556
9051	-4.31480805555784
102606463	-4.31291555451024
27185	-4.31099640027909
6769	-4.30691677997581
4323	-4.3050240856298
7431	-4.30142311443419
100874207	-4.29468003245026
54809	-4.29200349712497
400578	-4.2829339632715
51334	-4.2778985735515
1114	-4.27329165177998
100216001	-4.2706076255386
151056	-4.26978619123207
22873	-4.26806886203376
389058	-4.26762964511762
151887	-4.26647987791537
3918	-4.26581792018538
4064	-4.26303440583379
100996415	-4.26303440583379
101928537	-4.26303440583379
389075	-4.26303440583379
100271893	-4.26303440583379
81626	-4.26303440583379
100861569	-4.26303440583379
646208	-4.2617942413718
2357	-4.26080630494168
444882	-4.26056192015427
64405	-4.25481389902883
90527	-4.25481389902883
105369893	-4.25442127552909
3172	-4.25361115194717
85407	-4.25245748520284
285313	-4.24927250458931
3040	-4.24166790876495
101929475	-4.24093311340534
101929202	-4.24031432933371
442258	-4.23397837254971
6714	-4.23147946658297
6997	-4.23085400008464
390956	-4.23055678231662
105371786	-4.22986754189859
3206	-4.22642845793182
119	-4.22482608642163
79780	-4.22062421309134
2736	-4.22002540679253
116534	-4.21944513728611
84959	-4.21890848554892
644333	-4.21723071622067
399708	-4.21723071622067
728538	-4.21723071622067
344887	-4.21627083924521
2182	-4.21431467112148
3676	-4.21426762632283
100131117	-4.21056698593966
3645	-4.20493145127022
390999	-4.20365585875486
4018	-4.20163386116965
8406	-4.20153219491113
11173	-4.19869714752452
105371809	-4.19849415363908
256979	-4.19734650276655
5010	-4.19667330026792
8988	-4.19624731462259
55532	-4.19464743085354
4162	-4.19395955010842
57381	-4.19295597009765
729347	-4.19018384042611
221718	-4.18903382439002
57124	-4.18818041114958
7041	-4.18584288274167
11010	-4.18243225424853
105375014	-4.18057224564182
33	-4.17864221854342
5080	-4.17840641701748
81029	-4.17003466622446
660	-4.16992500144231
644168	-4.16992500144231
9333	-4.16847432757359
4919	-4.16642909810163
100874092	-4.16210549698301
2919	-4.16004658482832
389558	-4.15659746979532
10232	-4.15577462575614
135228	-4.15185578625616
56923	-4.15148775318564
6274	-4.15129232329216
51284	-4.15055967657538
131920	-4.14567745519564
100505994	-4.14438990933517
4843	-4.14274017211608
106480274	-4.14172810961166
3383	-4.13923478720879
375318	-4.13750352374994
379034	-4.13750352374994
103344930	-4.13245029602365
27145	-4.13046024674582
9945	-4.12918904115031
28320	-4.1246764017609
389084	-4.12384221769399
114801	-4.11843356075135
55704	-4.11442349603688
440132	-4.11103131238874
100996941	-4.10852445677817
312	-4.10805974585745
78989	-4.1067468123154
400619	-4.10659890605885
673	-4.10356541648414
9947	-4.10267476003312
4248	-4.09866052770596
100133139	-4.09085343045111
1956	-4.08996634864408
3816	-4.08720949239713
1770	-4.08609341063884
27023	-4.0850361038558
117248	-4.0850361038558
4948	-4.08270258933025
6456	-4.08246216019197
84944	-4.08119608284798
23743	-4.07553263116736
25797	-4.07429780189247
79160	-4.07357619696038
3576	-4.07160158685085
11167	-4.07067374911326
4313	-4.07052306555461
101929371	-4.0703893278914
139542	-4.0703893278914
4593	-4.0703893278914
441873	-4.0703893278914
79057	-4.0703893278914
170552	-4.0703893278914
340543	-4.0703893278914
1409	-4.0703893278914
5268	-4.06413811783428
645280	-4.06413033741971
1806	-4.06141076008569
55089	-4.0607713253298
55214	-4.05594764167866
2254	-4.05103212290121
104502417	-4.04909454952817
730152	-4.04730571477836
196968	-4.04593628416686
643309	-4.04544297076117
404203	-4.04423704003543
341277	-4.03763323462501
115362	-4.0371204814841
284119	-4.03608862945687
326340	-4.03562390973072
23643	-4.03358141563176
100132994	-4.02666795046208
27286	-4.02621884751043
100507463	-4.02405061322453
9938	-4.02299646490311
57088	-4.02193562725336
3604	-4.01936532486693
8995	-4.01792190799726
728577	-4.01746773042673
3078	-4.0168738185644
7412	-4.01569380710515
100133024	-4.01305615282545
25960	-4.01243114954881
4921	-4.01187410028829
285498	-4.01157703436613
283547	-4.00698643031611
7079	-4.00665255651632
8676	-4.00397046261467
84141	-4.00109156449541
100526761	-4
392225	-4
161342	-3.99940861034594
79937	-3.99842196778965
1490	-3.99279099760382
80852	-3.99161221450728
401720	-3.99095486039699
100270755	-3.9888594423948
100129597	-3.98550043030488
285375	-3.98550043030488
644576	-3.98248223874197
4982	-3.98225133100551
390010	-3.98195820990518
401585	-3.97899639608894
3857	-3.97553604408654
3672	-3.97453615705388
29970	-3.97415467407494
146	-3.97137932206023
646600	-3.96930320277708
1780	-3.96923832415792
138255	-3.96773615082905
330	-3.96751148101758
81794	-3.96523458183932
8807	-3.96347412397489
3809	-3.96347412397489
401134	-3.96347412397489
145195	-3.96347412397489
112840934	-3.96347412397489
26246	-3.96347412397489
56253	-3.96347412397489
1132	-3.96073135691135
387104	-3.95964226238386
3595	-3.95591224572184
