entrez	log2FoldChange
84639	-0.997390324235179
8767	-0.997294067226226
113540	-0.997194708245291
3050	-0.996908733068473
100271458	-0.996365896216404
6840	-0.996112645629267
100873940	-0.996085059352539
80177	-0.996069534911678
945	-0.995888847481825
106481757	-0.995767581146616
728231	-0.995526797180038
100128025	-0.995508651088833
400957	-0.99550132776473
100302090	-0.995368102877223
28609	-0.994920051410492
23551	-0.994177814591651
221711	-0.993948033045568
253152	-0.993762631796928
4314	-0.993379724401033
653820	-0.993031886080889
9962	-0.99293006359501
100130972	-0.992870995364317
391642	-0.99278638754471
30846	-0.992614952359396
196410	-0.992305627949116
100499183	-0.992165498955549
23460	-0.991943795797098
654503	-0.991697015920421
100862705	-0.991624041565146
390003	-0.991320510456776
101926917	-0.990776369611488
646531	-0.990622487733557
92092	-0.990534872668106
100874321	-0.989557001583179
100631254	-0.98952176606655
2862	-0.989077313597758
106480802	-0.9885925230656
100506000	-0.988576432929077
266812	-0.988557512695432
101928103	-0.988498912102809
107984773	-0.988449141059974
100327036	-0.987562525810275
83447	-0.98689059569536
9886	-0.986879224697489
144715	-0.986794120570426
100420784	-0.986704541841134
80820	-0.98659952933202
647107	-0.98558421952547
100132450	-0.98549614253564
3887	-0.985343077135262
8910	-0.985125307364891
148645	-0.98489767554456
55589	-0.984681953489615
5782	-0.984674441307226
100287647	-0.983890300193086
50631	-0.983707753957614
1503	-0.983148075023238
5923	-0.982928019946834
5699	-0.982444125377395
344405	-0.982330114582903
65009	-0.982306764071119
80162	-0.982262585126067
126	-0.982224331274452
165324	-0.982147773570029
8609	-0.982023446723924
64582	-0.981733069322324
107986100	-0.981616326456262
23349	-0.980616902108538
619448	-0.980490943146779
5628	-0.980223990524707
54443	-0.980170750289959
158399	-0.980163131395734
101928290	-0.980053575011662
8328	-0.979561195683819
132204	-0.979115411976787
55071	-0.979005146951086
55217	-0.978891340965283
642461	-0.978784703652836
100873537	-0.978593224242314
79650	-0.978576780152487
2676	-0.978483193754913
9708	-0.978392927987182
117247	-0.977870013488132
110806273	-0.977241147133326
23052	-0.977058274292019
100337591	-0.976959400312056
100507299	-0.976947316704894
54549	-0.9767877069858
54892	-0.976544851183584
284677	-0.976027894417244
257068	-0.975657936878302
347902	-0.975572001150492
4854	-0.975565981765235
64332	-0.975553012949245
3717	-0.975060029458402
102	-0.974970944630367
100419606	-0.974721550487144
55092	-0.974413901633166
100506108	-0.973953811839066
100505477	-0.973480976201399
196477	-0.973451590028279
106481827	-0.973197652639135
7328	-0.972787175347514
10846	-0.972752624386828
11049	-0.972612602842945
3888	-0.972326527705601
130271	-0.971862736087725
51560	-0.971345462712952
7226	-0.971032408149935
100507043	-0.970858984757297
693223	-0.970496407123608
100271144	-0.970120564033842
92126	-0.969911315705114
100616446	-0.969427435431715
23752	-0.969426893463239
140612	-0.969281771733936
100310848	-0.968647623417211
728712	-0.96864495279829
106481740	-0.968644952798289
100129627	-0.968644952798289
100288111	-0.968644227079078
101154644	-0.968644227079078
100128990	-0.968644227079078
100874060	-0.968644227079078
100873932	-0.968644227079078
101926966	-0.968644227079078
104355291	-0.968644227079078
390039	-0.968644227079078
105369860	-0.968644227079078
106479983	-0.968644227079078
105371562	-0.968451025497253
79334	-0.968399440903147
100874187	-0.968384405020083
126541	-0.968376583618586
101927624	-0.968375017977465
56971	-0.968364063455628
613210	-0.9683540639817
54034	-0.968352993951633
106481122	-0.968349678772239
106479388	-0.968341246189225
644502	-0.968339721435672
28339	-0.968333787871515
101929241	-0.968272970723306
4070	-0.968032803439313
100616284	-0.967942856492066
106479465	-0.967937774766673
101101773	-0.967937217070152
100874028	-0.967917819111589
441416	-0.96790215112168
729500	-0.967658932641749
100271304	-0.967388682227466
100462824	-0.967370173543746
337978	-0.967099272675129
84793	-0.966877713023589
105375396	-0.966778313413624
100873849	-0.966290962764111
1370	-0.965866089930034
127086	-0.965736391066238
9445	-0.96562227139963
100129813	-0.965455372749147
100506275	-0.9645826405659
2159	-0.964424806656543
4625	-0.964394837055159
401014	-0.964137123502672
8789	-0.96413242646529
55664	-0.963562719763721
106481000	-0.963555365860057
101927229	-0.963265610692611
106480960	-0.963197919645597
105369678	-0.963165587808326
1980	-0.963156676445879
100132332	-0.963143225984387
6541	-0.962998981688334
6918	-0.961946794263515
93107	-0.961921424582198
5317	-0.961118712004762
100873616	-0.961082840453251
58155	-0.960734428157557
402408	-0.960481823636175
51762	-0.960232459935631
100874373	-0.959952650054805
441251	-0.959883420252599
4094	-0.959473218747815
100431177	-0.959442097837613
55144	-0.958989271726046
729739	-0.958971738148763
92285	-0.958941870882961
1508	-0.958866221130742
7204	-0.958822796539275
54908	-0.95819841830965
56670	-0.958191254173177
342892	-0.957577501051246
124602	-0.957425876242114
100271429	-0.957345936074836
11037	-0.957308602736653
147525	-0.957258464336023
101927546	-0.957116228495512
101927721	-0.957052857620038
10970	-0.956907831086684
6045	-0.956905842047292
9256	-0.956028898063822
8501	-0.955365205844167
1287	-0.954222850072416
5452	-0.954158823402063
100133314	-0.95390574605275
10130	-0.953676191610515
484	-0.953639245498137
83394	-0.953617291908827
120103	-0.953541624611281
25913	-0.953529420139602
100885848	-0.953524110055159
871	-0.953103841930991
55008	-0.952955573866408
643872	-0.952853107120782
9148	-0.952846311859714
339669	-0.952144189060205
81205	-0.951976798262772
100631381	-0.951971168225583
4978	-0.951819102066592
6782	-0.951590877995543
100271149	-0.951160444628738
100505996	-0.951145103233131
5836	-0.950997752785416
6819	-0.950903293164425
51042	-0.950252661280673
3140	-0.950153614439188
64151	-0.950112595737389
83982	-0.949891734323395
503630	-0.949701765155724
55120	-0.949053848443857
4205	-0.949050957305602
7201	-0.94806780081982
114780	-0.947967727491041
644578	-0.947722150040764
284958	-0.947616402107855
253935	-0.947554878599435
9444	-0.947129760545284
54899	-0.947128613400768
443	-0.947024582398753
7402	-0.946778877652722
158373	-0.946642841772102
6758	-0.946640708081571
11075	-0.946347787578245
102724539	-0.946096575988482
148898	-0.945905665561514
642643	-0.945531341930426
51320	-0.944986406280652
57710	-0.944981075485884
1051	-0.944904248270687
3048	-0.944815592418077
6281	-0.944231494861775
645954	-0.944126742004179
219	-0.943987021329657
642569	-0.943865532661875
3802	-0.943400078324936
83660	-0.94328001884603
23597	-0.943106276175032
83875	-0.942707341216731
55529	-0.942302737219044
2984	-0.942218050937763
387357	-0.942161712427611
6892	-0.942057919687438
100288380	-0.941851245312765
642489	-0.941547343298674
215	-0.940931212965782
57493	-0.940738656625514
1238	-0.940407113515068
339906	-0.940385048258191
9322	-0.940374440132275
106481200	-0.940186918896612
57154	-0.940075773752089
377047	-0.939990858588687
7036	-0.939914318861971
5045	-0.939750943070603
106479929	-0.939667053589636
89796	-0.939605895280323
100873732	-0.939545556309313
2492	-0.939165649576614
100874511	-0.939152613560753
23057	-0.939068299969287
81462	-0.939048964462642
80150	-0.938973614287199
3128	-0.938931307300972
28822	-0.938329737064909
7070	-0.938236531444358
171220	-0.937879827778652
768206	-0.93751918046409
9582	-0.936948432128744
669	-0.936831031535484
729898	-0.936601968781814
26525	-0.936049600727216
4904	-0.93591592908005
1635	-0.935886347581354
50853	-0.935538185169902
283150	-0.935476587412897
2583	-0.935181755884098
132160	-0.934977993178611
23764	-0.934687048723064
2120	-0.934626885336745
644435	-0.934180087187523
55125	-0.933912239604903
100507602	-0.933784800185737
51412	-0.933435943102977
26669	-0.9333769668801
100128923	-0.933074152797008
256297	-0.932854079033205
65998	-0.932591252186543
644937	-0.932459816997671
100874396	-0.932409012663107
100287366	-0.931590721350726
27436	-0.931544340210578
4430	-0.931129247592459
5218	-0.931070491356468
25825	-0.93103871243633
59339	-0.930983265894784
101409258	-0.930972289290704
84631	-0.930885561523231
107075131	-0.930490059287862
2790	-0.930101611210088
1138	-0.930035617220877
643336	-0.929902278838279
5333	-0.929874404256133
28847	-0.92976499682748
25822	-0.929524429905122
80086	-0.929510163182816
83604	-0.929166082479588
3930	-0.929083955513452
90102	-0.928705921964489
9317	-0.928616035724268
677790	-0.928163627028287
100379142	-0.927915866228599
93058	-0.927557223409234
151658	-0.927465788474317
114819	-0.927405352724537
131961	-0.927052730728129
1786	-0.926870131362383
100873990	-0.926800975100938
284751	-0.926719133612579
100874509	-0.926035175296431
407014	-0.925980667060109
55165	-0.925502574421916
3977	-0.925419042786367
107986809	-0.925297711817338
50808	-0.925238000011811
283089	-0.924951452198775
100873165	-0.924461371403648
770	-0.924430389071374
101927228	-0.924389551116021
100874044	-0.924117469196578
106144541	-0.923653294146038
8392	-0.922645950293017
85358	-0.922253011536555
5784	-0.92222544520874
28620	-0.921997246709042
150381	-0.921902343090149
107075153	-0.921877961570562
10836	-0.921640766579376
100128416	-0.921234499316248
57545	-0.921232747304023
100191039	-0.921217019097338
144406	-0.921207100601152
1834	-0.921207067362379
106480224	-0.921139477116952
84033	-0.920836670190836
100129348	-0.920458404565002
79627	-0.920414173534601
7845	-0.92017649800111
84197	-0.919770186033274
6000	-0.919609260052412
2491	-0.918882378403822
120364	-0.918862127649522
399950	-0.918733684838483
400986	-0.918193000561592
79734	-0.917938185385261
139516	-0.917188315549238
308	-0.916875396353365
51533	-0.916678962466437
100174857	-0.916546831821219
100418960	-0.916495174801279
9271	-0.916456713084664
341457	-0.916426550522452
554049	-0.916148781478441
6363	-0.915973386728123
729920	-0.915955820806537
107984921	-0.91570113124008
100874069	-0.91555411343759
7570	-0.915494316133818
101060004	-0.915407063763382
100288463	-0.915113517028969
100533668	-0.914489829898323
4154	-0.914373354564047
51715	-0.913860605458446
100505982	-0.913718668086569
23148	-0.913415675083125
101928154	-0.913143227618271
9196	-0.912761126637187
100421581	-0.912605992880547
402317	-0.912203142719618
400966	-0.911882638351013
23530	-0.91098140326531
100506061	-0.91076235093346
140258	-0.91076235093346
105373683	-0.910762350933459
100873208	-0.910762350933459
102724380	-0.910762350933459
22816	-0.910762350933459
106481037	-0.910762350933459
106481132	-0.910762350933458
252841	-0.910762350933458
102800314	-0.910762350933458
100996597	-0.910762350933458
105377338	-0.910762350933458
107075208	-0.910762350933458
106481466	-0.910762350933458
360172	-0.910762350933458
6980	-0.910762350933458
106480404	-0.910762350933458
106480961	-0.910762350933458
107075284	-0.910762350933458
3443	-0.910762350933458
100132949	-0.910762350933458
79547	-0.910762350933458
105616982	-0.910762350933458
28371	-0.910762350933458
400456	-0.910762350933458
100422496	-0.910762350933458
246119	-0.910762350933458
106479454	-0.910762350933458
28915	-0.910762350933458
100873388	-0.910762350933458
106481606	-0.910762350933458
109617013	-0.910762350933458
100130988	-0.910762350933458
107161154	-0.910762350933458
6085	-0.910762350933458
100271059	-0.910762350933458
100820732	-0.910762350933458
100874251	-0.910762350933458
106479412	-0.910762350933458
106479206	-0.910762350933458
100421565	-0.910762350933458
100131189	-0.910762350933458
101409253	-0.910762350933458
100422835	-0.910762350933458
105372363	-0.910762350933458
140856	-0.910762350933458
106481002	-0.910762350933457
28640	-0.910762350933457
114335	-0.910745442467826
3679	-0.910566337791611
333	-0.910552169326742
83417	-0.910476232641259
100271390	-0.910455850509774
727857	-0.910284396313383
106481026	-0.910252613675337
102724589	-0.910146076572239
93659	-0.909443632203139
6491	-0.909228209544771
10636	-0.909125017925941
729102	-0.909124521296301
84140	-0.908034088439672
2916	-0.907275987846253
107075264	-0.90696626660396
80343	-0.906803078459283
105376834	-0.905973140388915
106479371	-0.905783990098011
90459	-0.905767632686828
338398	-0.90552793409635
646755	-0.905221631401814
60468	-0.904968997194433
2500	-0.904777437837206
4939	-0.904564311376613
9122	-0.904524199206462
100421634	-0.904294650447897
79465	-0.903493375229047
374875	-0.903269554573976
401973	-0.903000387318713
106480837	-0.90292346310512
449645	-0.90292045598425
100421480	-0.902819586799803
440836	-0.902419599574574
79140	-0.902327184512626
54738	-0.902094561183501
55973	-0.902086639166098
9976	-0.902075231359787
386618	-0.901994723835258
84527	-0.901566442810615
57335	-0.901466278665685
151011	-0.901463412317857
9069	-0.901104344122971
22974	-0.901026535704434
11156	-0.900407981459235
29797	-0.899887889472399
88	-0.899741363899657
10625	-0.899732843999973
1791	-0.899471827093324
30817	-0.8994478302071
675	-0.89922168495942
8913	-0.899213388992466
195827	-0.89885435267259
150350	-0.89856376048186
111082983	-0.898497241744058
107984241	-0.898256360836201
346288	-0.897808592333072
10577	-0.897607616930178
10495	-0.897351829015506
100128857	-0.897351605641542
1417	-0.89721302132964
386674	-0.89713430843571
3903	-0.897039045277056
100128233	-0.896290500886846
54801	-0.896175114257125
4938	-0.896112545339325
26040	-0.896003132147458
10699	-0.895384498848109
137392	-0.895194035522744
64927	-0.895018525864782
9647	-0.894942859565559
100287639	-0.894411051232811
359742	-0.894404833570973
285588	-0.894373633767234
2892	-0.894193568275169
165	-0.89409431431623
100506433	-0.893836265778477
100359394	-0.893571170705529
101060005	-0.893225408634799
54733	-0.893173231800184
80713	-0.892589846682342
100874185	-0.89241372140744
101929688	-0.892388139932249
440387	-0.892095657204353
101927801	-0.892077043305092
10232	-0.892027279972597
25996	-0.891936865919652
134082	-0.891752362825698
106480993	-0.891599164897459
106481146	-0.891543064864918
401498	-0.891515658082887
51422	-0.891465469383437
147949	-0.891002117211085
1511	-0.890927982235921
55237	-0.890702907300658
340351	-0.89043288050312
338579	-0.890365369579613
100862692	-0.889510900764471
6009	-0.88925522983756
57523	-0.889226961272795
85461	-0.888843642351799
9732	-0.888663629250498
81406	-0.888640784592867
645323	-0.888622601856641
283933	-0.888516505272151
106479013	-0.888511646969101
3990	-0.888337060736534
80321	-0.888260388892621
23345	-0.888227445787371
2167	-0.888175682571639
100312792	-0.888160045312447
220147	-0.88813439741299
1525	-0.888022223154214
79747	-0.887896029420525
5567	-0.887408017952493
101927988	-0.887159571352631
2503	-0.886789752549291
2280	-0.886750996385006
613212	-0.886611038739032
84912	-0.886596631505015
23495	-0.886466152739515
100506844	-0.886127292581757
3749	-0.886038464325865
81929	-0.885951490429495
84984	-0.885842840089132
100874063	-0.885799668796689
4224	-0.88550903441074
23207	-0.884966981211277
93109	-0.884887540716784
4482	-0.884860165096028
104310351	-0.884648856129012
10144	-0.884424511716572
9990	-0.884318268509329
6997	-0.883864589055459
100133255	-0.883782139394084
100132796	-0.88345028493024
100419947	-0.883401380260736
5562	-0.883331649231752
101929548	-0.883073627527523
152015	-0.882899723565847
4008	-0.882808192309018
728339	-0.882456453527527
285601	-0.882434792259491
8450	-0.882324906814026
5865	-0.882214934077142
54901	-0.881684481747323
142679	-0.881488042768069
55079	-0.881260205319405
3595	-0.880927442379525
4242	-0.880901151579469
64116	-0.880846471385681
29780	-0.880723305468323
388406	-0.88056222325601
10660	-0.880404277333664
440	-0.880255740282891
152709	-0.879799806925974
728833	-0.879701205995998
55515	-0.878595166586642
97	-0.878524933296581
106481051	-0.878174405351381
157848	-0.877976933088089
7414	-0.877870771581347
391053	-0.877839465402748
28692	-0.877551331134718
65018	-0.877528553535933
574431	-0.877505795919902
84547	-0.877402789040767
90411	-0.877380312883864
4940	-0.877053150813948
100507362	-0.876826745672193
100190923	-0.876762349738342
140458	-0.876743468515854
100421113	-0.87653026495126
90070	-0.876511243182792
875	-0.876259685368921
5435	-0.87605377172327
101060040	-0.875827783229312
96626	-0.875377864769525
101927244	-0.875043793482238
4633	-0.874719386902626
26267	-0.874601451506756
644943	-0.874535556107616
51378	-0.874521582880668
84837	-0.874388311476691
106479251	-0.874366621644999
3647	-0.874306161363188
25900	-0.874298234361751
51122	-0.874040958363043
7846	-0.873577128015121
8323	-0.873439052427689
112755	-0.872865874306222
84329	-0.87267656368554
79088	-0.872675903481996
2187	-0.872669161643508
107986164	-0.872489674921631
53336	-0.872358873217234
100874110	-0.872272901516548
55917	-0.872271324942984
10459	-0.872258490678693
11064	-0.872190899379214
10611	-0.871915443431273
8908	-0.871874576876597
100421621	-0.871579248046474
699	-0.871512188650282
148203	-0.871053567842943
79180	-0.870978519052701
2893	-0.8709725744139
106481006	-0.870909117997977
84216	-0.870876738669441
780853	-0.870474187764479
386746	-0.870413705206199
2700	-0.87026599308818
100421374	-0.870041299645453
6538	-0.870035709336522
93190	-0.870004202139428
5446	-0.869803665939178
106480526	-0.869778354874257
645771	-0.869550745224268
474	-0.869456136192191
5641	-0.868882341689863
8489	-0.868608695225765
359766	-0.868600839767802
221914	-0.868570890105249
79613	-0.868344282880538
106144542	-0.868152824810586
100289280	-0.868040323191727
101927472	-0.867830235227423
1378	-0.867812726125503
81693	-0.867545400812644
2595	-0.867451704617063
107075273	-0.867259237003679
375743	-0.867111681637524
3161	-0.866530448659494
440600	-0.866516888974287
4864	-0.865973593223932
80310	-0.86561202728237
105372840	-0.86537385685643
8407	-0.865352342431977
101929284	-0.865003863723822
4884	-0.864999478637002
3700	-0.864413275765159
85349	-0.864406609801893
577	-0.864201130159987
618	-0.863921012071793
10112	-0.863571381032241
200132	-0.863032393932881
114515521	-0.863016532515968
100873988	-0.862789708875952
22925	-0.862490752340812
107984977	-0.861580561472295
642924	-0.86154496580192
162655	-0.861316658935722
220134	-0.861207634429924
730005	-0.86095207406457
100506898	-0.860677401105614
27032	-0.860460049029053
100506330	-0.859973092243271
645939	-0.859113584592154
149076	-0.858543398246643
3091	-0.858349801247817
643637	-0.858109082688298
9246	-0.85791609499292
11027	-0.857876435830175
100270926	-0.857861293964669
7182	-0.857496700156626
100310856	-0.857474469735002
23243	-0.857375491399974
348980	-0.857239106056561
79027	-0.856698996850102
10297	-0.856452758706118
93349	-0.856334096125044
259266	-0.856272755318459
10462	-0.856049789620673
728418	-0.856035916785219
60509	-0.855480472369954
106479559	-0.855403225100786
100130388	-0.854936937678594
286234	-0.854909002338554
106480310	-0.854758118057986
140679	-0.854614022534309
100288413	-0.854524920942975
6008	-0.854304066222511
706	-0.854137684706262
101929084	-0.854132215654431
116844	-0.854040308860659
84182	-0.853758159521526
102216268	-0.853260345151931
5593	-0.853026772735322
7371	-0.852283171773791
92922	-0.852267780287792
1620	-0.852252409093042
100130887	-0.85191532045709
5214	-0.851544506732195
78990	-0.851293754696107
79832	-0.851257617749084
146822	-0.851100967731846
136319	-0.85108820912908
9629	-0.850577533992338
8120	-0.850509677770569
341032	-0.850319642830731
100874032	-0.850052420145885
100132403	-0.850042279788336
121551	-0.850013866144432
57591	-0.849936629351505
23387	-0.849555648751657
7171	-0.849272870405954
158511	-0.849168177885475
7484	-0.849119001794657
1532	-0.848421736545551
106481674	-0.848421010819165
100420681	-0.848421010819165
111082978	-0.848421010819165
105372292	-0.848421010819165
100271192	-0.848421010819165
100874522	-0.848421010819164
359731	-0.848412827030922
341356	-0.848165572015617
6498	-0.848157100235504
727915	-0.848153556758731
105374698	-0.848127129860838
105370445	-0.848121053277211
28649	-0.848115284688463
136541	-0.848101371202079
106479490	-0.848100582427095
28660	-0.848089131840438
26285	-0.848080348341247
105373852	-0.848071025480125
105369815	-0.847723984681977
100874371	-0.847705740828154
100873224	-0.847691247648677
406962	-0.84767448176942
642612	-0.847657717739576
403299	-0.847647199442499
2495	-0.847634398421179
6648	-0.847593404483709
439934	-0.847145148281084
54661	-0.847122551449297
441911	-0.847109526163738
10725	-0.847019867172039
162632	-0.846830558152633
100463482	-0.846149659287664
39	-0.846099562374584
6545	-0.845687801522563
114991	-0.845214725470149
26223	-0.845039478320147
5690	-0.844957188457107
121227	-0.844907815244605
7913	-0.84472444459807
326275	-0.844438182508219
57132	-0.844335700784643
5673	-0.844269006423548
55301	-0.844106685218873
100132681	-0.844008009703531
8496	-0.84369095227182
8462	-0.843672381756491
339736	-0.843555900205747
83597	-0.843464007894538
168090	-0.843392466926061
101927477	-0.843314805751061
541468	-0.843284569957784
106479283	-0.843271916731058
23175	-0.842740979704691
149345	-0.842675478378179
81	-0.842625279543479
80023	-0.842623977407568
101927258	-0.842401462595246
1015	-0.842278366865088
4678	-0.841914430095209
116984	-0.841046385556534
83938	-0.840985521125577
27235	-0.840946784274743
149643	-0.84080069126389
282969	-0.840611197898816
761	-0.840606997511011
653140	-0.840245464346924
27177	-0.839852186467486
391496	-0.839843533188857
56650	-0.839754233019041
647946	-0.839490512181152
148266	-0.839287066543
147323	-0.838414519767231
100873332	-0.837974689209622
448831	-0.837912801745399
101928603	-0.837784483324875
3984	-0.837768785107539
139170	-0.83760315352334
2981	-0.837440690461712
102724312	-0.837354762253628
147841	-0.837300647881884
54863	-0.837074405552932
105369987	-0.836941639580293
4340	-0.836858175198379
23109	-0.836342249172756
204962	-0.835825718230574
7159	-0.835646717810366
100129597	-0.835392245733988
100506039	-0.834821989569185
730755	-0.83466527334177
8140	-0.834457290205559
28815	-0.834227265643316
6397	-0.833580951551979
100421436	-0.833290875016932
1448	-0.833224786486823
150759	-0.833212435422174
541565	-0.833187006151454
29980	-0.832793199362138
2501	-0.83261678234502
9459	-0.832470676794129
257062	-0.832409849947534
9232	-0.832327169654138
140759	-0.832152566502418
107105266	-0.832144351359922
150094	-0.831758094201733
105369296	-0.831742132936088
9903	-0.831466914697901
100271494	-0.831369086399907
392872	-0.831167199297344
101927813	-0.831067554990057
100505953	-0.830768627241587
440375	-0.830693077670649
359749	-0.83059550642653
29958	-0.830545586752688
100128102	-0.830295849851386
100270680	-0.830245646164525
23157	-0.82922315075856
100128042	-0.828923160625001
27087	-0.828867817198575
29801	-0.828223131385742
2023	-0.828151123318739
611	-0.827839199498377
100126793	-0.827414161151924
2524	-0.827345406669691
9493	-0.827258889980276
400757	-0.827172215150274
162681	-0.827023844628567
100126314	-0.826873960972407
150709	-0.826680722800599
1316	-0.826674778826667
55806	-0.826559344532988
8514	-0.826218850576878
100506881	-0.825853572618397
22936	-0.825612697207899
100128071	-0.825508711967789
138639	-0.825486349301859
1538	-0.824817300620605
1063	-0.824817033639216
57085	-0.824712078589219
25775	-0.824620609199974
7942	-0.824589535368393
56261	-0.824490915258076
100129013	-0.824114088538365
100996541	-0.824080130058925
100130958	-0.823950810589283
344978	-0.823568406709147
106481973	-0.823473781438869
3574	-0.823445360394433
94137	-0.823346779127953
8317	-0.823274504332916
642802	-0.823163977637688
219958	-0.823062910516283
7444	-0.821813266581179
4200	-0.821737695837921
165055	-0.821692711959383
65999	-0.821640916600666
63924	-0.82149095294017
78989	-0.821392728118705
220416	-0.820485466737708
644739	-0.820163124917558
6385	-0.820146104658979
1908	-0.819710072088316
100874267	-0.819441280202817
137075	-0.819356277327148
654342	-0.818999200953706
100128579	-0.818906302435981
106479442	-0.818864658644099
30816	-0.818619622191777
26062	-0.818423583694758
100462985	-0.818410794842594
100423060	-0.818054292879932
100653515	-0.817973228958158
100505621	-0.817910790993876
442156	-0.817683591830358
79331	-0.817562439495263
116832	-0.817446459983856
55937	-0.817351288791267
3860	-0.817253728852611
64137	-0.817222105688647
7579	-0.817191583710422
4211	-0.817185826850275
102467077	-0.816993801049051
101928650	-0.816639058680469
23028	-0.816334870478964
56925	-0.816017099793455
55999	-0.815790465497023
5613	-0.815677810387713
644632	-0.815388182800071
326	-0.81532289110849
79742	-0.815314736128883
100507381	-0.81512842654931
5347	-0.814679255393564
284988	-0.814583905735708
5315	-0.814316228982667
93661	-0.8137899023055
106144575	-0.813674270286407
100130584	-0.813640782862195
865	-0.812680077375401
104326058	-0.812595301063562
94027	-0.812532003305801
100422242	-0.812126311262109
25941	-0.812037461947993
257468	-0.812009061221353
116496	-0.811827646848662
389125	-0.811305271042256
1031	-0.811209919286377
100423020	-0.811078059795699
12	-0.811072116407328
101060264	-0.810984809784005
391059	-0.810977842239186
101927843	-0.810920220363492
56937	-0.80990760326322
284764	-0.809873324293898
6003	-0.809859424395973
51100	-0.809477473587766
100874390	-0.809048687373771
387836	-0.808948175857582
29098	-0.808692999460574
29965	-0.808486667464411
389043	-0.808410706803052
57082	-0.808246802396337
146225	-0.808037347605327
494197	-0.807578279057444
200942	-0.807497416473076
29124	-0.807151868816198
346157	-0.806658520575147
8756	-0.806453735365237
2000	-0.80633862687832
494514	-0.806273970593258
2132	-0.80614525515481
100420552	-0.80607195336718
23358	-0.805851307140581
340260	-0.805793463370105
8788	-0.805574556500674
3350	-0.805377859426481
143471	-0.805160080740647
252840	-0.805033194488214
100420695	-0.8048830980455
100873928	-0.804499649974579
28833	-0.80449773406077
100289158	-0.804435133922483
51512	-0.804358032312102
200172	-0.804157139492331
1889	-0.803764711534778
5996	-0.803744718396932
57471	-0.80372145562835
1463	-0.803685210533602
221981	-0.803120771685266
95681	-0.80296338192497
4188	-0.802910155573376
57568	-0.802724634576622
1259	-0.802374399967724
5079	-0.802275161374705
100271206	-0.80212735665749
359787	-0.802029440602348
1947	-0.802018885526134
100874443	-0.801847348220193
248	-0.801806459590875
83854	-0.801734504787219
150468	-0.801428815602481
994	-0.801311406097376
1057	-0.801206528775749
7071	-0.800783279389983
7652	-0.800068769027042
29117	-0.800037512597592
100271061	-0.799687708537131
10501	-0.79926251495798
811	-0.798467252954863
100287960	-0.798320014611228
100420300	-0.797594935861535
790	-0.797418153467289
101928979	-0.797371509218468
4111	-0.79716716891149
10928	-0.796995809704295
449520	-0.796931579448592
9213	-0.796864767908553
51700	-0.796858563116833
8237	-0.796713268450635
29802	-0.795982487310641
139760	-0.795896475277365
100874022	-0.795794590247617
4288	-0.795708447153927
643236	-0.795086250075459
8986	-0.794663474254588
2888	-0.794331106692217
79575	-0.794301764206406
400713	-0.794119478258159
9918	-0.794038110301834
171023	-0.793685238031207
1380	-0.793652560457657
3904	-0.79359647678147
84446	-0.793276999728097
91703	-0.793198440051254
57476	-0.793117775676864
116179	-0.793053910870561
84700	-0.793053509248987
106479281	-0.792681223209028
26240	-0.792540647982608
84103	-0.792112422290792
83478	-0.792110556741111
284428	-0.792072831800372
100312825	-0.791910943480991
728921	-0.791864820838458
100505826	-0.791721197452176
56898	-0.791529158514564
3925	-0.791320157395235
116211	-0.791017120685371
9487	-0.790882381232428
91526	-0.790568987929679
100128782	-0.790552466925275
406892	-0.790539040354218
100873816	-0.790539040354217
101928470	-0.790539040354217
729356	-0.790539040354217
338637	-0.790539040354217
28819	-0.790539040354217
79508	-0.790539040354217
106481136	-0.790539040354216
101927876	-0.790539040354216
100271539	-0.790539040354216
100859926	-0.790539040354216
100287567	-0.790539040354216
100271470	-0.790539040354216
26854	-0.790539040354216
106481497	-0.790539040354216
100124537	-0.790539040354215
23667	-0.790539040354215
106480846	-0.790539040354215
692058	-0.790539040354215
26798	-0.790539040354215
109729154	-0.790539040354215
101929261	-0.790539040354215
100874401	-0.790539040354215
105376562	-0.790539040354215
106479976	-0.790539040354215
28683	-0.790539040354215
28407	-0.790539040354215
106479239	-0.790539040354215
105372516	-0.790539040354215
106480481	-0.790539040354215
106479455	-0.790539040354215
107075198	-0.790539040354215
106479046	-0.790539040354215
728450	-0.790539040354215
100418976	-0.790539040354215
100873873	-0.790539040354215
106479389	-0.790538239615182
106480689	-0.790538233035768
403232	-0.790538185542117
554300	-0.790538181337749
127671	-0.79053817896479
102723320	-0.790538170154121
100287114	-0.79053810133986
106480321	-0.79053809231148
106480067	-0.790538090737653
100873417	-0.790538072018376
92597	-0.790361253322617
81567	-0.790043157521681
103724388	-0.789987334482216
646113	-0.789927616673011
349075	-0.789910816041041
103344928	-0.789484820768179
2701	-0.788748877394341
106480801	-0.788505229064295
124944	-0.788403645314328
338324	-0.788137894332226
2502	-0.787954563047139
26818	-0.787634794336027
401074	-0.787619761623412
653175	-0.787228068208553
10745	-0.78722411103227
146909	-0.787206171836281
100271225	-0.787077906044116
7991	-0.786501931624604
654412	-0.786295119518722
84451	-0.786260074527725
359770	-0.785854975433863
90634	-0.785458823809898
3228	-0.785427429128312
4881	-0.785212690076645
100873265	-0.784377104039906
1145	-0.7841724455005
9856	-0.783865788661336
57142	-0.783274778938214
339105	-0.782684903339592
26640	-0.782454650544964
