entrez	log2FoldChange
166863	-4.69317928567073
29942	-4.69237986851285
11213	-4.69003864952353
140836	-4.68389636970574
2840	-4.68374730041415
135295	-4.68207614673333
843	-4.67538183659785
439949	-4.6650914201629
84959	-4.66151410618931
2335	-4.65883671558038
64220	-4.6587440801025
9420	-4.65727501646693
54039	-4.65645108472343
79783	-4.65635858333413
4478	-4.65551303992323
2919	-4.65350573351528
284021	-4.6530319209818
90523	-4.64993316125851
388942	-4.64223609474539
3908	-4.63628251747589
7018	-4.63383327155457
633	-4.63307428822556
101929010	-4.62933066505472
3824	-4.62783950735995
133121	-4.62725575445059
3273	-4.62656045828903
256979	-4.62609901280782
4311	-4.61750230975674
442247	-4.61437928667537
359845	-4.61324385932546
3576	-4.60982091653709
387758	-4.60537310905064
7348	-4.6047673612771
93273	-4.60212519168633
4115	-4.59993784853368
729	-4.59628313193827
3853	-4.58856199516128
28813	-4.58330605463556
4017	-4.5830038259747
574028	-4.58287052349814
255187	-4.57316144767928
8876	-4.56717276886144
5243	-4.5621008596373
646	-4.56179908806905
56999	-4.54643145072773
102724201	-4.54528053695754
145864	-4.53898745167247
10687	-4.53813705174319
79100	-4.53775918482246
3690	-4.53654842136265
2303	-4.53477615107838
2006	-4.53268055280242
2736	-4.52877806466862
347733	-4.52386670401883
27143	-4.52268634775598
8854	-4.51966067436085
10326	-4.51823045961216
5156	-4.51427426248792
100216001	-4.50915328500683
644538	-4.5084900991414
727677	-4.50632226290251
586	-4.50600826965575
6273	-4.50441968010408
9938	-4.50108887103499
1803	-4.49946709027916
2318	-4.49802368127809
29940	-4.49584670202103
3198	-4.49066535082154
128674	-4.48744360531324
84969	-4.4845517408738
1780	-4.48093164080363
102723854	-4.48060840552179
105372037	-4.47167226690058
64411	-4.469897975047
8128	-4.46364473059119
56253	-4.46109777142567
8406	-4.45792840358332
4015	-4.45295043919655
10083	-4.45096615920592
3918	-4.44967067719225
644576	-4.44833361407399
100874207	-4.44732515746801
10100	-4.44694004422713
6954	-4.44415203405158
388585	-4.43733459198023
105377390	-4.43721195862722
4919	-4.43477372177223
114801	-4.42925840555756
793	-4.4250166593015
721	-4.42418775868293
64108	-4.42182808846131
54798	-4.42147855747523
84674	-4.4171837064514
30812	-4.41622596818038
378818	-4.41222510391401
6622	-4.411027992086
3773	-4.40358175093903
119395	-4.4027521494159
6364	-4.40083101057947
646581	-4.39613055976382
5787	-4.39467190607347
166348	-4.39426228556323
100288801	-4.39409029613297
147228	-4.39335840307433
10964	-4.3903499430971
729347	-4.38514228672155
7447	-4.37446223470902
3532	-4.36968367203541
23732	-4.36892016401312
5228	-4.36855674767213
170690	-4.36768827020603
126326	-4.35890073108546
4067	-4.35792813692236
10643	-4.35440259209868
100506393	-4.34626381356039
6769	-4.34525168197292
8740	-4.34482384168366
163782	-4.34275980366976
100289028	-4.33926325374616
79633	-4.3387975867193
715	-4.33830408813118
285498	-4.33557953672339
3486	-4.33376003732352
1842	-4.33074510472125
4479	-4.32931192854283
112464	-4.32558244029942
389655	-4.32554542866029
221718	-4.32245346871014
4323	-4.32110494248878
8644	-4.3184932260595
1291	-4.31818160496411
54809	-4.31474288302194
51334	-4.31310106222771
10659	-4.31303896279627
7431	-4.3044419572592
219285	-4.30429176370316
10644	-4.30296391499218
79780	-4.2942069519856
10333	-4.28808305618627
729682	-4.28231023547629
440799	-4.28142115837429
4948	-4.27662076028984
102724341	-4.2752784111185
118427	-4.26817250957226
2182	-4.26614630638691
151887	-4.26410006127694
4162	-4.26405338602085
136227	-4.25644859143366
100505929	-4.25371959771535
164284	-4.25301997745161
6913	-4.25116216648008
285629	-4.23962052316053
84063	-4.23864023128421
26032	-4.23705797874186
100506457	-4.23570272210647
729987	-4.23390263793077
3200	-4.22951665652682
25797	-4.22914919923028
3787	-4.22637517281499
3383	-4.22586537364223
221391	-4.22400074866913
100132153	-4.21756508807287
29126	-4.21342593976542
339244	-4.21335694020699
105377682	-4.21211108892933
115362	-4.19994224758274
100874194	-4.19976940073466
730092	-4.19590143831587
90527	-4.19465708295666
800	-4.1925555983954
645369	-4.18798273824907
55704	-4.18777906196697
348840	-4.18716797031136
80034	-4.18649710478158
81029	-4.17857451509339
353196	-4.1781596978702
285084	-4.17792687737847
105371248	-4.17757056866118
90187	-4.176335325153
285954	-4.17162638061124
91624	-4.16625648656808
441178	-4.16190624300004
9945	-4.15899844776882
810	-4.15391288723313
27286	-4.153562782642
79937	-4.15299253136082
26289	-4.1523846013727
11173	-4.15149829667683
3490	-4.15090335760438
23743	-4.14711236162205
165257	-4.14656297895885
9056	-4.14482778714005
105378912	-4.14339378414292
135228	-4.14209879568665
10866	-4.13431523619899
90139	-4.13120570008217
3575	-4.12918681484719
644444	-4.12703271344211
388830	-4.12649457072658
338588	-4.12130177467247
2151	-4.12056621459755
132430	-4.12048633521829
182	-4.11920297400608
3359	-4.11796964188481
392617	-4.11070061304324
101927740	-4.10748599564736
2138	-4.10447426188218
83876	-4.10260513901033
11095	-4.10120606294219
1359	-4.10065050153711
6700	-4.10023282174641
84570	-4.09793712416739
441282	-4.09478807975962
100506736	-4.08535208879975
9235	-4.08386710765676
57088	-4.08373032402242
400759	-4.0821575174896
107985307	-4.07749929092721
255130	-4.07577180659795
399474	-4.07459594310176
100505994	-4.07399348107272
4313	-4.07225074498678
1183	-4.0692826791522
57016	-4.06510035228329
109729169	-4.05720585393423
344887	-4.05249356022627
138255	-4.04536187719
101101772	-4.04095868695371
100131176	-4.0405205322406
644945	-4.03854851746563
330	-4.03542364658555
653499	-4.03481673656672
1806	-4.03003794903173
164781	-4.02544578411078
80206	-4.02374322984949
100132147	-4.01987477804431
731220	-4.01944691756117
3604	-4.01759145096645
125704	-4.01416991782079
5125	-4.00980835155119
358	-4.00976125789669
101929475	-4.00936660171857
27063	-4.00307999440038
55214	-4.00279071593613
442258	-4.00255343652758
163351	-4.00147518825668
7041	-4.00040044941578
1307	-3.98600350083138
284119	-3.98333431279417
10686	-3.9786298914766
11167	-3.9764488221274
63950	-3.97617359866905
400619	-3.97536704921061
84072	-3.9688393122369
2921	-3.96468945818506
8436	-3.96106538129113
104355288	-3.95907423875443
10000	-3.959016539048
101060542	-3.95742987451471
5268	-3.95721402501255
729475	-3.95467442607593
339241	-3.95104560344827
8029	-3.94255020559674
151254	-3.94251439576065
387104	-3.93756653152839
64838	-3.93609403366615
25903	-3.93561649277725
100996684	-3.93344184345478
728192	-3.93053974112024
9333	-3.9290706164246
8601	-3.92891218288561
3316	-3.92791649734957
84141	-3.92544335507198
105377443	-3.92404328472889
101926940	-3.92127104408727
148581	-3.91836780919938
101928614	-3.91630111588945
27283	-3.91577386748939
654376	-3.91047940723668
9180	-3.90956122160304
4248	-3.90882837021986
203111	-3.90701716024302
285313	-3.8990848875089
100507127	-3.89864000133452
114757	-3.8963902865197
3384	-3.89474558161258
9358	-3.8870778804228
27065	-3.88506814291401
134701	-3.88282633833017
196968	-3.87971844992181
1132	-3.87935817792082
4921	-3.87687464519067
341	-3.87497654252279
1956	-3.8672690251438
101928231	-3.86250050866652
400950	-3.86243606929585
3433	-3.86024698537509
159989	-3.85807173654682
352999	-3.85380089245468
2707	-3.85376223054322
2200	-3.85324166863937
2069	-3.8514299678024
3429	-3.84275995425676
81794	-3.83994073594678
2769	-3.83961757681203
1117	-3.83893248756114
84441	-3.83288768449008
5159	-3.83031696882231
10158	-3.83029134254962
107080636	-3.82950385387779
51284	-3.8278878298832
6274	-3.82741905622561
8676	-3.82059345608902
101928741	-3.82035263979723
286887	-3.81782881158633
6932	-3.81464007171933
100874156	-3.813540556214
6369	-3.8129755948388
100144602	-3.81274657621685
22873	-3.81142481250827
57685	-3.81006474807262
8092	-3.80930954128684
221357	-3.80809450580774
100419185	-3.80373804765018
101929027	-3.80344233768492
2212	-3.80290234053331
1959	-3.80204251852235
6347	-3.80177053208776
100874092	-3.79746131739003
106480869	-3.79639137764975
345651	-3.7935804979343
8061	-3.79098644715298
11010	-3.7899278001713
101927524	-3.7895394703323
7042	-3.78600417345789
491	-3.78468714819122
4887	-3.78269185169351
1672	-3.782100774916
150771	-3.78064038909721
161342	-3.77899139264109
2327	-3.7764534829109
27145	-3.77431673486653
25960	-3.77332493398017
389158	-3.77110532158379
404203	-3.77081883113384
101927171	-3.76794811592549
8995	-3.76762766097408
105369740	-3.76594139500866
440068	-3.75977450802597
284434	-3.757133111356
400578	-3.75628881510132
100288827	-3.74802744239825
353194	-3.74719359188615
390010	-3.74648642936782
146206	-3.745642298485
290	-3.74496995615428
10537	-3.7378413426863
81618	-3.73434373485816
101928880	-3.73345276828487
57161	-3.73287334899289
6328	-3.72533748639079
1356	-3.72362859502455
9096	-3.72359006407065
89777	-3.72085529802623
157869	-3.7184418334469
101927780	-3.71747372667547
11081	-3.71725011067069
150572	-3.71678135232307
53904	-3.71475478871937
8988	-3.7140956898869
147372	-3.71382891949136
10913	-3.70835146360952
115908	-3.70720091720811
56000	-3.70492039553151
101930114	-3.703269239851
103344932	-3.6984684739075
107984237	-3.69815095692565
2300	-3.69705159058584
5273	-3.69355198405075
29970	-3.68582528544523
10371	-3.68269293714649
105369684	-3.68189599153154
2770	-3.68041794584452
6523	-3.67999529470834
285533	-3.67894972424542
249	-3.67715306308469
3857	-3.67685609579124
730	-3.67513899849103
401089	-3.67484845837742
105372950	-3.67364446329029
64100	-3.67259628231629
660	-3.67089029227424
864	-3.6708314458424
9464	-3.67033691697688
140828	-3.66551313221253
768	-3.66082798663225
25854	-3.65867085765585
283547	-3.65775647992387
2296	-3.6576564795011
104326052	-3.65454319242418
3759	-3.64942186366199
728577	-3.64567731886832
117248	-3.64542481820006
80712	-3.6436940731716
64106	-3.64173984701119
100507463	-3.63555212169436
440073	-3.63468519694864
79899	-3.63182136719756
236	-3.63116343594665
84830	-3.62829539807487
100129836	-3.62681530434511
285195	-3.61694081436783
23630	-3.61346059581059
80008	-3.6133808057368
727703	-3.61326251394248
2115	-3.61165064273936
59350	-3.61038949266279
9982	-3.60581069496699
54578	-3.60523121231471
57575	-3.59962870950002
100507135	-3.59790872807155
100873263	-3.59502951681139
392313	-3.59279267861725
55273	-3.59222649923495
107080627	-3.59011268806758
11202	-3.58944139196785
59352	-3.5845314735258
5995	-3.5829121834664
1116	-3.58263377726672
106481742	-3.57997504838797
400533	-3.5782287013511
3239	-3.57740812964185
1490	-3.57677862369918
199221	-3.57576831113448
146	-3.5738525700711
100873918	-3.56740747229664
6624	-3.56625613705608
5740	-3.56435378509301
250	-3.56275910805848
651746	-3.56199485650044
5450	-3.56076793728502
5327	-3.56008448240084
6456	-3.55672239029336
340990	-3.55617230278619
221756	-3.55553499567507
4240	-3.5551619458021
100130376	-3.55509408317621
109729113	-3.54703754829065
55612	-3.54234917554565
81849	-3.53580170201499
23643	-3.53520637193965
9729	-3.53176075577598
10253	-3.53044751863189
54742	-3.52799081997262
10842	-3.5268774915599
1000	-3.52619830085989
256691	-3.52479813390823
110231149	-3.52294058152468
6331	-3.52280309050599
23755	-3.52092259334432
388849	-3.52037689595305
100129995	-3.51458489252026
5698	-3.51271152596048
5137	-3.51254752201585
414196	-3.51234579569247
312	-3.51161379237174
158376	-3.51106484813317
89870	-3.50388145967323
57611	-3.50261429716624
5443	-3.50216369943867
5328	-3.49893987619969
7111	-3.49832083857148
7980	-3.49823477083098
145200	-3.49786806589064
148979	-3.49508869936802
26247	-3.49426102686205
387837	-3.49339265166768
4481	-3.49093469991832
7223	-3.48974424875582
100996635	-3.48906169419282
389421	-3.48479125671954
152007	-3.48398869937241
91543	-3.48376829097786
57514	-3.48154012791351
23228	-3.48145600973079
7225	-3.47939139557341
645434	-3.47881839341065
101929074	-3.47840799209451
101928015	-3.47832919776154
28526	-3.47795143079047
221393	-3.47415248319066
7169	-3.47403333861049
7097	-3.47274064047207
105372556	-3.47116661847179
154092	-3.46588296872646
101929423	-3.463633822162
5801	-3.46132166269621
56311	-3.45989295420365
301	-3.45638812851337
6446	-3.45386511022473
4982	-3.45304175408985
33	-3.44760721376728
7101	-3.44346579071833
353094	-3.44300316234165
80125	-3.44133269499374
56169	-3.44127145368893
54657	-3.43983657454498
101929152	-3.43953992488118
347404	-3.43920760605015
6511	-3.43109939360021
644168	-3.42827325328768
84847	-3.42094616221658
1761	-3.42003826714281
104457406	-3.41754741047025
55083	-3.41252839847475
84665	-3.4102067613685
9750	-3.40751359251068
3235	-3.4073686046992
259232	-3.40590525709823
401585	-3.40403974600882
221883	-3.40261427777518
2791	-3.4024604159384
4843	-3.40225734064542
100873978	-3.39955752979833
1608	-3.39855983045144
9671	-3.39644309844333
144165	-3.39121824169327
5803	-3.38993310640873
389840	-3.38886965566866
9154	-3.38726466326123
114614	-3.38633164024403
53335	-3.38038318373516
3201	-3.37903609533021
286133	-3.37396801798158
101928773	-3.36872440464594
728463	-3.3675714701103
100996570	-3.36410742033981
375298	-3.3634590151763
57124	-3.36190070476919
5456	-3.36140946148927
5197	-3.35996525243083
101929771	-3.35645788340184
220	-3.35479713390716
1435	-3.35218602006521
1029	-3.35196981855877
251	-3.35165221119694
256714	-3.34919897479068
2894	-3.34170334297995
1901	-3.34093727368075
6474	-3.34043559208713
56129	-3.34036703766426
1583	-3.33834494066671
53345	-3.33575130212785
58157	-3.33568025408364
105371964	-3.33434854525699
27074	-3.33373390380694
150596	-3.33250759432462
57608	-3.33249784649426
284366	-3.33086554064087
401286	-3.32984989144585
5455	-3.3283866957094
3553	-3.32617621720372
100506834	-3.32547922743438
3672	-3.3205953418101
5732	-3.31606964518641
110806276	-3.31582733429354
58985	-3.31010044911043
5644	-3.30999199448358
105376382	-3.30956926040252
5654	-3.30855979368081
9892	-3.30713629279155
4131	-3.30655098218691
114818	-3.30403186692141
342667	-3.30095926533685
9590	-3.29886921833289
2706	-3.29826994498204
9902	-3.29775140514115
100419056	-3.29768497857548
80350	-3.29577053335228
204801	-3.29469008324873
65987	-3.29425013101382
108570035	-3.2890675879643
10203	-3.28819848939558
6663	-3.28782213876547
79776	-3.28742708849023
4241	-3.28575831035939
54580	-3.28493350802374
64581	-3.28305815985298
6850	-3.27777703109869
255928	-3.27758181710025
978	-3.27377108512719
57126	-3.26886242633271
5325	-3.26809445900636
84101	-3.26761374798264
80243	-3.26551449326542
106480738	-3.2648285419892
201780	-3.26403917197525
221074	-3.26149722227927
8728	-3.26147366952754
286	-3.25983907972651
84168	-3.25536365029717
1045	-3.25345523553944
51208	-3.24722887062604
105378853	-3.24366971339905
81075	-3.24362122967166
3363	-3.24138919252758
257	-3.23965259906787
55323	-3.23428777620055
285441	-3.23427957346483
155051	-3.23146243517025
2014	-3.2294133273199
55509	-3.22928187348317
389073	-3.22526931279259
8600	-3.22459398895954
2152	-3.22188028501918
84002	-3.2210468847006
8701	-3.21801306659937
79574	-3.21775289121666
105377595	-3.2174868066546
101928165	-3.2163914288348
134265	-3.21431483329169
960	-3.21161723972769
1013	-3.20864583067766
10561	-3.20732097280889
352966	-3.20572298378901
9227	-3.20364700810757
338322	-3.20272011505511
101929696	-3.19800778495294
7098	-3.19718579254742
284293	-3.19492998470337
55084	-3.19397179826032
56978	-3.19243398652654
3206	-3.19146394439903
133060	-3.19086114651373
28232	-3.19028496835482
3934	-3.18981471168912
101928539	-3.18968284795644
92737	-3.18900477676109
101926955	-3.18859402640467
284	-3.18807191974316
84034	-3.18547918737149
1358	-3.18451217446305
51198	-3.18396972081569
7857	-3.18197948583928
390928	-3.17992466038321
400624	-3.17797141035754
106660610	-3.17444919796448
140766	-3.17308002530824
9313	-3.16995029568147
105369739	-3.16934343087562
6326	-3.16933432271044
100287225	-3.16734392926952
115265	-3.16678745145985
258	-3.16483720556967
64405	-3.16476657711237
101927311	-3.16250781019345
137	-3.16031834792151
639	-3.15939458615593
3762	-3.15649722255647
644248	-3.15576798349162
28684	-3.15434752959182
57369	-3.15382917816112
51285	-3.15373462037677
10642	-3.15365158063549
148756	-3.14894146487462
10017	-3.14779855664934
2571	-3.1475842424222
5880	-3.14676124062784
125965	-3.14426528818079
4318	-3.14018232547615
104472714	-3.13899701221149
89837	-3.13878444497077
79822	-3.13567042832272
339263	-3.13499529277161
7378	-3.13155269458568
5457	-3.12999573282773
105370676	-3.12922939494215
105370496	-3.1279611289756
348254	-3.12791763422894
114769	-3.12680649624117
326340	-3.12673491506334
101928122	-3.12630814004263
102723920	-3.1253650118484
646962	-3.12290579570327
55001	-3.11854642979363
105374177	-3.11694407684747
100873193	-3.11670500937898
3822	-3.11406268161415
154442	-3.11195421965525
6695	-3.11031684531909
101928744	-3.10319399917287
79413	-3.10126850414895
105370357	-3.10038394924571
252995	-3.10037533886596
401994	-3.09955576527844
4053	-3.09887793188999
137133	-3.09664348874045
100874330	-3.09661949072139
3400	-3.09616751797162
389756	-3.09570184476909
50506	-3.09326322337043
101927152	-3.09261173078981
6489	-3.09048619428727
28913	-3.08821794862946
4005	-3.0873004165515
254228	-3.08515405778262
3823	-3.08282521735299
2273	-3.08230587486565
406977	-3.08081924363576
100874203	-3.08057023046229
7092	-3.0785568238303
151827	-3.07811068815022
1909	-3.07598683081886
9734	-3.07360980533236
25780	-3.07285713375356
390245	-3.07046687563208
64208	-3.06547645601588
4065	-3.06466635664859
1413	-3.0637024575437
100129940	-3.06170625300069
117195	-3.05633922629378
2	-3.05602980317887
146795	-3.05543024850249
51191	-3.05540280941999
5272	-3.05482517066848
267015	-3.05380525293832
100506555	-3.04770049648259
338376	-3.04678214075358
94274	-3.04606435075134
100507254	-3.04580149621216
55190	-3.04557615774105
3202	-3.04157941091694
4233	-3.03853395061811
27160	-3.03797293979208
727699	-3.03647952357166
100418736	-3.03578167913694
116372	-3.03240004341406
53942	-3.03053294353637
219970	-3.03035014812976
2534	-3.02994524019498
100134259	-3.02773421829645
109729180	-3.02539942515015
84467	-3.02498995001513
154386	-3.02459982435449
8807	-3.02142963981479
57699	-3.01924550841017
8519	-3.01903593482151
6775	-3.01863738846302
160428	-3.01774843161674
25945	-3.01652919615768
5460	-3.01611224401768
100129297	-3.01528114829569
401720	-3.01509656698656
340888	-3.01476998794484
54751	-3.01447826910429
105370681	-3.01414162095673
4815	-3.01369780233538
81354	-3.01337866318576
1993	-3.01323231686491
56034	-3.01247381385093
100129459	-3.00914348966946
1410	-3.0086662582293
100419608	-3.00567783428829
26191	-3.00193773576427
113523635	-3.00176172775296
57507	-3.00161038131513
91179	-3.00061370250362
54626	-3.00024215605219
9508	-2.99725041458658
116135	-2.99626756716166
129446	-2.99578030564759
7048	-2.995707682618
169966	-2.99510097265257
28638	-2.99466515488372
100505865	-2.99239212182259
100133330	-2.99064503513725
100271105	-2.9900582189862
4635	-2.9872722751759
80830	-2.98532578633366
558	-2.98430184525106
79689	-2.9842918122655
84617	-2.98068439157197
83468	-2.98040360250198
9127	-2.97754822945885
145946	-2.97730261088509
5080	-2.9748038260981
1281	-2.97470726761821
286097	-2.97430474228943
6678	-2.97202240461909
3809	-2.97175582827611
100130490	-2.97153578159282
26651	-2.97030156858002
340581	-2.96962872578268
10008	-2.96872679451493
100131897	-2.96344499218438
441168	-2.96276080259022
6925	-2.96267878924298
414194	-2.96132919504926
23500	-2.96072543223134
912	-2.95966030060981
28951	-2.9589943307205
6291	-2.95600341967449
27115	-2.95564643453106
131096	-2.95460515916955
375607	-2.95232681071567
9900	-2.9520544656659
221188	-2.9518675620264
55026	-2.95084202576937
9839	-2.9424802091637
100419742	-2.9422357041526
257313	-2.94044134763015
2124	-2.93833695938128
29842	-2.93616212461824
959	-2.93423101466387
727936	-2.93358658250767
56895	-2.93110281952289
8291	-2.93089067533775
4638	-2.92983897817229
387755	-2.92910201626339
400761	-2.9289840004346
8809	-2.92863207383713
11309	-2.92841118030446
54739	-2.9273015468288
107984504	-2.92436073975624
2950	-2.92433899327236
100130756	-2.92404127378244
100507308	-2.92360148310093
55790	-2.92295282843617
4317	-2.92194476301251
100129761	-2.92132692171002
140803	-2.92065071522669
284467	-2.92037758506529
128646	-2.92029825134944
147710	-2.91859137547981
5997	-2.91829778686883
192668	-2.91720961291771
101929163	-2.91646828267586
952	-2.91582850853689
112616	-2.91265311034093
652995	-2.9111909994223
730152	-2.91089300477454
30011	-2.9074856929258
7436	-2.90603256444111
112441441	-2.90335083305585
7010	-2.90297639044356
